"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"301058","(Universal lightning event)","Sensor processing","031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor - number of sensors contributing",,"Operational"
"301058","(Universal lightning event)","Sensor processing","301059","Identification of sensor site and instrumentation","Identification of sensor site and instrumentation ",,"Operational"
"301059","(Identification of sensor site and instrumentation)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy) of sensor",,"Operational"
"301059","(Identification of sensor site and instrumentation)",,"007030","Height of station ground above mean sea level","Height of station ground above mean sea level ",,"Operational"
"301059","(Identification of sensor site and instrumentation)",,"007032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (for lightning)",,"Operational"
"301062","(Radar location(s))",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"301062","(Radar location(s))",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
"301062","(Radar location(s))",,"301001","WMO block and station numbers","WMO block and station number",,"Operational"
"301065","(ACARS identification)",,"001006","Aircraft flight number","Aircraft flight number","(see Note 1)","Operational"
"301065","(ACARS identification)",,"001008","Aircraft registration number or other identification","Aircraft registration number","(see Note 1)","Operational"
"301065","(ACARS identification)",,"002001","Type of station","Type of station",,"Operational"
"301065","(ACARS identification)",,"002002","Type of instrumentation for wind measurement","Type of instrumentation for wind measurement",,"Operational"
"301065","(ACARS identification)",,"002005","Precision of temperature observation","Precision of temperature observation",,"Operational"
"301065","(ACARS identification)",,"002062","Type of aircraft data relay system","Type of aircraft data relay system",,"Operational"
"301065","(ACARS identification)",,"002070","Original specification of latitude/longitude","Original specification of latitude/longitude",,"Operational"
"301065","(ACARS identification)",,"002065","ACARS ground-receiving station","ACARS ground receiving station",,"Operational"
"301066","(ACARS location)",,"301011","Year, month, day","Year, month, day",,"Operational"
"301066","(ACARS location)",,"301013","Hour, minute, second","Hour, minute, second",,"Operational"
"301066","(ACARS location)",,"301023","Latitude/longitude (coarse accuracy)","Latitude and longitude (coarse accuracy)",,"Operational"
"301066","(ACARS location)",,"007004","Pressure","Pressure",,"Operational"
"301066","(ACARS location)",,"002064","Aircraft roll angle quality","Aircraft roll angle quality",,"Operational"
"301066","(ACARS location)",,"008004","Phase of aircraft flight","Phase of aircraft flight",,"Operational"
"301070","(Ozone instrumentation - Brewer spectrophotometer)",,"002143","Ozone instrument type","Ozone instrument type",,"Operational"
"301070","(Ozone instrumentation - Brewer spectrophotometer)",,"002142","Ozone instrument serial number/identification","Ozone instrument serial number or identifier",,"Operational"
"301070","(Ozone instrumentation - Brewer spectrophotometer)",,"002144","Light source type for Brewer spectrophotometer","Light source type for Brewer",,"Operational"
"301071","(Satellite identifier/Generating resolution)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
"301071","(Satellite identifier/Generating resolution)",,"001031","Identification of originating/generating centre","Generating centre",,"Operational"
"301071","(Satellite identifier/Generating resolution)",,"002020","Satellite classification","Satellite classification",,"Operational"
"301071","(Satellite identifier/Generating resolution)",,"002028","Segment size at nadir in x-direction","Segment size at nadir in X direction",,"Operational"
"301071","(Satellite identifier/Generating resolution)",,"002029","Segment size at nadir in y-direction","Segment size at nadir in Y direction",,"Operational"
"301072","(Satellite identification)",,"301071","Satellite identifier/Generating resolution","Satellite identification, Generation resolution",,"Operational"
"301072","(Satellite identification)",,"301011","Year, month, day","Date",,"Operational"
"301072","(Satellite identification)",,"301013","Hour, minute, second","Time",,"Operational"
"301072","(Satellite identification)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude",,"Operational"
"301074","(Ozone instrumentation - Dobson spectrophotometer)",,"002143","Ozone instrument type","Ozone instrument type",,"Operational"
"301074","(Ozone instrumentation - Dobson spectrophotometer)",,"002142","Ozone instrument serial number/identification","Ozone instrument serial number/identification",,"Operational"
"301074","(Ozone instrumentation - Dobson spectrophotometer)",,"002145","Wavelength setting for Dobson instruments","Wavelength setting for Dobson instrument",,"Operational"
"301074","(Ozone instrumentation - Dobson spectrophotometer)",,"002146","Source conditions for Dobson instruments","Source conditions for Dobson instrument",,"Operational"
"301075","(Sounding identification)",,"301001","WMO block and station numbers","WMO block number, WMO station number",,"Operational"
"301075","(Sounding identification)",,"001015","Station or site name","Station or site name",,"Operational"
"301075","(Sounding identification)",,"301024","Latitude/longitude (coarse accuracy), height of station","Latitude, longitude, height of station",,"Operational"
"301075","(Sounding identification)",,"008021","Time significance","18 = launch time",,"Operational"
"301075","(Sounding identification)",,"301011","Year, month, day","Year, month, day",,"Operational"
"301075","(Sounding identification)",,"301012","Hour, minute","Hour, minute",,"Operational"
"301076","(Ozone sounding instrumentation)",,"002011","Radiosonde type","Radiosonde type",,"Operational"
"301076","(Ozone sounding instrumentation)",,"002143","Ozone instrument type","Ozone instrument type",,"Operational"
"301076","(Ozone sounding instrumentation)",,"002142","Ozone instrument serial number/identification","Ozone instrument serial number or identifier",,"Operational"
"301089","(National station identification)",,"001101","State identifier","State identifier",,"Operational"
"301089","(National station identification)",,"001102","National station number","National station number",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"301004","Surface station identification","Surface station identification",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"301011","Year, month, day","Year, month, day",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"301012","Hour, minute","Hour, minute",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"007030","Height of station ground above mean sea level","Height of station ground above mean sea level",,"Operational"
"301090","(Surface station identification; time, horizontal and vertical coordinates)",,"007031","Height of barometer above mean sea level","Height of barometer above mean sea level",,"Operational"
"301091","(Surface station instrumentation)",,"002180","Main present weather detecting system","Main present weather detecting system",,"Operational"
"301091","(Surface station instrumentation)",,"002181","Supplementary present weather sensor","Supplementary present weather sensor",,"Operational"
"301091","(Surface station instrumentation)",,"002182","Visibility measurement system","Visibility measurement system",,"Operational"
"301091","(Surface station instrumentation)",,"002183","Cloud detection system","Cloud detection system",,"Operational"
"301091","(Surface station instrumentation)",,"002184","Type of lightning detection sensor","Type of lightning detection sensor",,"Operational"
"301091","(Surface station instrumentation)",,"002179","Type of sky condition algorithm","Type of sky condition algorithm",,"Operational"
"301091","(Surface station instrumentation)",,"002186","Capability to detect precipitation phenomena","Capability to detect precipitation phenomena",,"Operational"
"301091","(Surface station instrumentation)",,"002187","Capability to detect other weather phenomena","Capability to detect other weather phenomena",,"Operational"
"301091","(Surface station instrumentation)",,"002188","Capability to detect obscuration","Capability to detect obscuration",,"Operational"
"301091","(Surface station instrumentation)",,"002189","Capability to discriminate lightning strikes","Capability to discriminate lightning strikes",,"Operational"
"301092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"001011","Ship or mobile land station identifier","Mobile land station identifier",,"Operational"
